"configuration","problem","model","data_file","status","time","run","objective"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","165.94","raw","8430"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","166.03","raw","8429"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","166.12","raw","8428"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","166.2","raw","8427"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","166.29","raw","8426"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","166.39","raw","8425"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","166.48","raw","8424"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","166.57","raw","8423"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","166.65","raw","8422"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","166.74","raw","8421"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","166.83","raw","8420"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","166.93","raw","8419"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","167.02","raw","8418"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","167.1","raw","8417"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","167.19","raw","8416"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","167.28","raw","8415"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","167.36","raw","8414"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","167.47","raw","8413"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","167.55","raw","8412"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","167.64","raw","8411"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","167.72","raw","8410"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","167.81","raw","8409"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","167.9","raw","8408"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","168.0","raw","8407"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","168.09","raw","8406"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","168.18","raw","8405"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","168.26","raw","8404"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","168.35","raw","8403"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","168.44","raw","8402"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","168.54","raw","8401"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","168.63","raw","8400"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","168.71","raw","8399"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","168.8","raw","8398"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","168.89","raw","8397"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","168.97","raw","8396"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","169.08","raw","8395"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","169.16","raw","8394"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","169.25","raw","8393"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","169.34","raw","8392"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","169.42","raw","8391"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","169.51","raw","8390"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","169.61","raw","8389"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","169.7","raw","8388"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","169.79","raw","8387"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","169.87","raw","8386"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","169.96","raw","8385"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","170.05","raw","8384"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","170.15","raw","8383"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","170.24","raw","8382"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","170.33","raw","8381"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","170.41","raw","8380"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","170.5","raw","8379"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","170.59","raw","8378"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","170.7","raw","8377"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","170.79","raw","8376"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","170.88","raw","8375"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","170.98","raw","8374"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","171.09","raw","8373"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","171.18","raw","8372"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","171.3","raw","8371"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","171.4","raw","8370"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","171.5","raw","8369"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","171.61","raw","8368"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","171.69","raw","8367"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","171.78","raw","8366"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","171.89","raw","8365"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","171.98","raw","8364"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","172.06","raw","8363"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","172.15","raw","8362"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","172.23","raw","8361"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","172.32","raw","8360"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","172.42","raw","8359"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","172.51","raw","8358"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","172.6","raw","8357"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","172.68","raw","8356"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","172.77","raw","8355"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","172.86","raw","8354"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","172.96","raw","8353"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","173.05","raw","8352"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","173.13","raw","8351"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","173.22","raw","8350"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","173.3","raw","8349"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","173.39","raw","8348"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","173.49","raw","8347"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","173.58","raw","8346"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","173.67","raw","8345"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","173.75","raw","8344"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","173.84","raw","8343"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","173.93","raw","8342"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","174.03","raw","8341"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","174.12","raw","8340"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","174.2","raw","8339"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","174.29","raw","8338"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","174.37","raw","8337"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","174.46","raw","8336"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","174.57","raw","8335"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","174.65","raw","8334"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","174.74","raw","8333"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","174.82","raw","8332"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","174.91","raw","8331"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","175.0","raw","8330"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","175.1","raw","8329"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","175.19","raw","8328"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","175.27","raw","8327"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","175.36","raw","8326"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","175.45","raw","8325"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","175.53","raw","8324"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","175.63","raw","8323"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","175.72","raw","8322"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","175.81","raw","8321"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","175.89","raw","8320"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","175.98","raw","8319"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","176.07","raw","8318"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","176.17","raw","8317"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","176.26","raw","8316"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","176.34","raw","8315"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","176.43","raw","8314"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","176.51","raw","8313"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","176.6","raw","8312"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","176.72","raw","8311"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","176.8","raw","8310"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","176.89","raw","8309"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","176.99","raw","8308"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","177.1","raw","8307"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","177.18","raw","8306"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","177.3","raw","8305"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","177.4","raw","8304"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","177.51","raw","8303"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","177.61","raw","8302"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","177.69","raw","8301"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","177.78","raw","8300"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","177.89","raw","8299"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","177.98","raw","8298"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","178.06","raw","8297"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","178.15","raw","8296"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","178.23","raw","8295"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","178.32","raw","8294"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","178.42","raw","8293"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","178.51","raw","8292"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","178.59","raw","8291"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","178.68","raw","8290"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","178.76","raw","8289"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","178.85","raw","8288"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","178.95","raw","8287"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","179.04","raw","8286"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","179.12","raw","8285"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","179.21","raw","8284"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","179.3","raw","8283"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","179.38","raw","8282"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","179.48","raw","8281"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","179.57","raw","8280"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","179.66","raw","8279"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","179.74","raw","8278"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","179.83","raw","8277"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","179.91","raw","8276"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","180.02","raw","8275"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","180.1","raw","8274"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","180.19","raw","8273"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","180.27","raw","8272"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","180.36","raw","8271"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","180.45","raw","8270"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","180.55","raw","8269"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","180.63","raw","8268"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","180.72","raw","8267"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","180.8","raw","8266"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","180.89","raw","8265"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","180.98","raw","8264"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","181.08","raw","8263"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","181.16","raw","8262"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","181.25","raw","8261"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","181.33","raw","8260"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","181.42","raw","8259"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","181.51","raw","8258"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","181.61","raw","8257"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","181.69","raw","8256"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","181.78","raw","8255"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","181.86","raw","8254"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","181.95","raw","8253"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","182.04","raw","8252"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","182.14","raw","8251"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","182.22","raw","8250"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","182.31","raw","8249"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","182.39","raw","8248"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","182.48","raw","8247"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","182.57","raw","8246"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","182.68","raw","8245"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","182.77","raw","8244"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","182.85","raw","8243"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","182.95","raw","8242"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","183.06","raw","8241"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","183.15","raw","8240"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","183.26","raw","8239"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","183.37","raw","8238"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","183.47","raw","8237"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","183.57","raw","8236"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","183.65","raw","8235"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","183.74","raw","8234"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","183.85","raw","8233"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","183.93","raw","8232"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","184.02","raw","8231"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","184.1","raw","8230"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","184.19","raw","8229"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","184.27","raw","8228"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","184.38","raw","8227"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","184.46","raw","8226"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","184.55","raw","8225"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","184.63","raw","8224"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","184.72","raw","8223"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","184.8","raw","8222"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","184.9","raw","8221"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","184.99","raw","8220"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","185.07","raw","8219"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","185.16","raw","8218"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","185.24","raw","8217"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","185.33","raw","8216"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","185.43","raw","8215"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","185.52","raw","8214"
"chuffed-free","tablelayout","TableLayout.mzn","6591.dzn","","185.6","raw","8213"
