"configuration","problem","model","data_file","status","time","run","objective"
"mzn_sat-open-wbo-direct-order-order","orienteering","orienteering.mzn","orienteering_n_medium_5.dzn","","606.71","raw","145"
"mzn_sat-open-wbo-direct-order-order","orienteering","orienteering.mzn","orienteering_n_medium_5.dzn","","606.78","raw","145"
"mzn_sat-open-wbo-binary-binary-binary","orienteering","orienteering.mzn","orienteering_easy_3.dzn","","1.2","raw","691"
"mzn_sat-open-wbo-direct-order-binary","orienteering","orienteering.mzn","orienteering_t_hard_1.dzn","","92.21","raw","4783"
"mzn_sat-open-wbo-direct-order-binary","orienteering","orienteering.mzn","orienteering_t_hard_1.dzn","","92.23","raw","4783"
"mzn_sat-open-wbo-direct-direct-direct","orienteering","orienteering.mzn","orienteering_easy_5.dzn","","6.0","raw","445"
"mzn_sat-open-wbo-direct-direct-direct","orienteering","orienteering.mzn","orienteering_easy_5.dzn","","6.0","raw","445"
"mzn_sat-open-wbo-order-order-order","orienteering","orienteering.mzn","orienteering_n_medium_4.dzn","","606.73","raw","538"
"mzn_sat-open-wbo-order-order-order","orienteering","orienteering.mzn","orienteering_n_medium_4.dzn","","606.81","raw","538"
"mzn_sat-open-wbo-direct-direct-direct","orienteering","orienteering.mzn","orienteering_n_medium_4.dzn","","606.08","raw","799"
"mzn_sat-open-wbo-direct-direct-direct","orienteering","orienteering.mzn","orienteering_n_medium_4.dzn","","606.15","raw","799"
"mzn_sat-open-wbo-binary-binary-binary","orienteering","orienteering.mzn","orienteering_medium_5.dzn","","601.6","raw","438"
"mzn_sat-open-wbo-direct-order-order","orienteering","orienteering.mzn","orienteering_easy_4.dzn","","1.98","raw","545"
"mzn_sat-open-wbo-direct-order-order","orienteering","orienteering.mzn","orienteering_easy_4.dzn","","1.98","raw","545"
"mzn_sat-open-wbo-binary-binary-binary","orienteering","orienteering.mzn","orienteering_medium_3.dzn","","601.49","raw","409"
"mzn_sat-open-wbo-direct-order-order","orienteering","orienteering.mzn","orienteering_n_medium_1.dzn","","606.22","raw","434"
"mzn_sat-open-wbo-direct-order-order","orienteering","orienteering.mzn","orienteering_n_medium_1.dzn","","606.25","raw","434"
"mzn_sat-open-wbo-direct-order-direct","orienteering","orienteering.mzn","orienteering_medium_4.dzn","","605.41","raw","1058"
"mzn_sat-open-wbo-direct-order-direct","orienteering","orienteering.mzn","orienteering_medium_4.dzn","","605.44","raw","1058"
"mzn_sat-open-wbo-order-order-order","orienteering","orienteering.mzn","orienteering_medium_3.dzn","","605.15","raw","548"
"mzn_sat-open-wbo-order-order-order","orienteering","orienteering.mzn","orienteering_medium_3.dzn","","605.18","raw","548"
"mzn_sat-open-wbo-direct-order-direct","orienteering","orienteering.mzn","orienteering_easy_3.dzn","","3.55","raw","691"
"mzn_sat-open-wbo-direct-order-direct","orienteering","orienteering.mzn","orienteering_easy_3.dzn","","3.55","raw","691"
"mzn_sat-open-wbo-order-order-order","orienteering","orienteering.mzn","orienteering_medium_4.dzn","","605.22","raw","1101"
"mzn_sat-open-wbo-order-order-order","orienteering","orienteering.mzn","orienteering_medium_4.dzn","","605.25","raw","1101"
"mzn_sat-open-wbo-direct-direct-direct","orienteering","orienteering.mzn","orienteering_medium_5.dzn","","606.33","raw","188"
"mzn_sat-open-wbo-direct-direct-direct","orienteering","orienteering.mzn","orienteering_medium_5.dzn","","606.43","raw","188"
"mzn_sat-open-wbo-binary-binary-binary","orienteering","orienteering.mzn","orienteering_n_medium_4.dzn","","601.6","raw","832"
"mzn_sat-open-wbo-order-order-order","orienteering","orienteering.mzn","orienteering_medium_5.dzn","","605.24","raw","409"
"mzn_sat-open-wbo-order-order-order","orienteering","orienteering.mzn","orienteering_medium_5.dzn","","605.27","raw","409"
"mzn_sat-open-wbo-binary-binary-binary","orienteering","orienteering.mzn","orienteering_easy_5.dzn","","4.89","raw","445"
"mzn_sat-open-wbo-order-order-order","orienteering","orienteering.mzn","orienteering_medium_1.dzn","","276.75","raw","1481"
"mzn_sat-open-wbo-order-order-order","orienteering","orienteering.mzn","orienteering_medium_1.dzn","","276.76","raw","1481"
"mzn_sat-open-wbo-order-order-order","orienteering","orienteering.mzn","orienteering_n_medium_3.dzn","","606.12","raw","0"
"mzn_sat-open-wbo-order-order-order","orienteering","orienteering.mzn","orienteering_n_medium_3.dzn","","606.15","raw","0"
"mzn_sat-open-wbo-direct-direct-direct","orienteering","orienteering.mzn","orienteering_easy_2.dzn","","1.96","raw","628"
"mzn_sat-open-wbo-direct-direct-direct","orienteering","orienteering.mzn","orienteering_easy_2.dzn","","1.96","raw","628"
"mzn_sat-open-wbo-direct-order-direct","orienteering","orienteering.mzn","orienteering_n_medium_3.dzn","","607.81","raw","252"
"mzn_sat-open-wbo-direct-order-direct","orienteering","orienteering.mzn","orienteering_n_medium_3.dzn","","607.86","raw","252"
"mzn_sat-open-wbo-binary-binary-binary","orienteering","orienteering.mzn","orienteering_n_medium_1.dzn","","601.67","raw","193"
"mzn_sat-open-wbo-direct-order-direct","orienteering","orienteering.mzn","orienteering_easy_5.dzn","","5.88","raw","445"
"mzn_sat-open-wbo-direct-order-direct","orienteering","orienteering.mzn","orienteering_easy_5.dzn","","5.88","raw","445"
"mzn_sat-open-wbo-direct-direct-direct","orienteering","orienteering.mzn","orienteering_t_hard_5.dzn","","725.07","raw","1365"
"mzn_sat-open-wbo-direct-direct-direct","orienteering","orienteering.mzn","orienteering_t_hard_5.dzn","","726.79","raw","1365"
"mzn_sat-open-wbo-direct-direct-direct","orienteering","orienteering.mzn","orienteering_medium_1.dzn","","606.7","raw","406"
"mzn_sat-open-wbo-direct-direct-direct","orienteering","orienteering.mzn","orienteering_medium_1.dzn","","606.83","raw","406"
"mzn_sat-open-wbo-binary-binary-binary","orienteering","orienteering.mzn","orienteering_easy_2.dzn","","0.47","raw","628"
"mzn_sat-open-wbo-direct-order-order","orienteering","orienteering.mzn","orienteering_t_hard_1.dzn","","674.5","raw","2981"
"mzn_sat-open-wbo-direct-order-order","orienteering","orienteering.mzn","orienteering_t_hard_1.dzn","","675.1","raw","2981"
"mzn_sat-open-wbo-binary-binary-binary","orienteering","orienteering.mzn","orienteering_n_medium_3.dzn","","601.57","raw","431"
"mzn_sat-open-wbo-direct-direct-direct","orienteering","orienteering.mzn","orienteering_easy_4.dzn","","7.53","raw","545"
"mzn_sat-open-wbo-direct-direct-direct","orienteering","orienteering.mzn","orienteering_easy_4.dzn","","7.53","raw","545"
"mzn_sat-open-wbo-direct-order-binary","orienteering","orienteering.mzn","orienteering_easy_5.dzn","","0.9","raw","445"
"mzn_sat-open-wbo-direct-order-binary","orienteering","orienteering.mzn","orienteering_easy_5.dzn","","0.91","raw","445"
"mzn_sat-open-wbo-order-order-order","orienteering","orienteering.mzn","orienteering_easy_4.dzn","","5.65","raw","545"
"mzn_sat-open-wbo-direct-order-direct","orienteering","orienteering.mzn","orienteering_t_hard_1.dzn","","704.02","raw","646"
"mzn_sat-open-wbo-direct-order-direct","orienteering","orienteering.mzn","orienteering_t_hard_1.dzn","","705.82","raw","646"
"mzn_sat-open-wbo-direct-direct-direct","orienteering","orienteering.mzn","orienteering_n_medium_3.dzn","","607.72","raw","235"
"mzn_sat-open-wbo-direct-direct-direct","orienteering","orienteering.mzn","orienteering_n_medium_3.dzn","","607.77","raw","235"
"mzn_sat-open-wbo-direct-order-binary","orienteering","orienteering.mzn","orienteering_medium_1.dzn","","144.31","raw","1481"
"mzn_sat-open-wbo-direct-order-binary","orienteering","orienteering.mzn","orienteering_medium_1.dzn","","144.32","raw","1481"
"mzn_sat-open-wbo-order-order-order","orienteering","orienteering.mzn","orienteering_easy_3.dzn","","2.06","raw","691"
"mzn_sat-open-wbo-direct-order-order","orienteering","orienteering.mzn","orienteering_n_medium_4.dzn","","606.61","raw","799"
"mzn_sat-open-wbo-direct-order-order","orienteering","orienteering.mzn","orienteering_n_medium_4.dzn","","606.68","raw","799"
"mzn_sat-open-wbo-direct-order-direct","orienteering","orienteering.mzn","orienteering_medium_3.dzn","","606.49","raw","495"
"mzn_sat-open-wbo-direct-order-direct","orienteering","orienteering.mzn","orienteering_medium_3.dzn","","606.51","raw","495"
