"configuration","problem","model","data_file","status","time","run","objective"
"mzn-sat-glucose-direct-direct","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=10;m=10;holes={}","","9.07","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-glucose-direct+order-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=08;m=08;holes={}","","1.05","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-glucose-direct+order-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=08;m=08;holes={}","","1.07","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-lingeling-direct+order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=08;m=08;holes={}","","3.44","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-lingeling-direct+order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=08;m=08;holes={}","","3.46","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-lingeling-order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=08;m=08;holes={}","","9.61","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-lingeling-order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=08;m=08;holes={}","","9.65","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-glucose-direct-direct","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=08;m=08;holes={}","","2.22","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-glucose-direct-direct","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=08;m=08;holes={}","","2.25","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-clasp-direct+order-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=08;m=08;holes={}","","32.21","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-glucose-direct+order-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=10;m=10;holes={}","","5.46","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-glucose-direct+order-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=10;m=10;holes={}","","5.49","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-clasp-direct+order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=16;m=16;holes={}","","101.5","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-clasp-direct-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=18;m=18;holes={}","","415.87","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-glucose-direct+order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=10;m=10;holes={}","","8.43","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-glucose-direct+order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=10;m=10;holes={}","","8.45","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-clasp-direct+order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=14;m=14;holes={}","","38.09","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-clasp-order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=10;m=10;holes={}","","20.16","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-lingeling-direct-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=10;m=10;holes={}","","8.8","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-lingeling-direct-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=10;m=10;holes={}","","8.82","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-glucose-direct+order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=16;m=16;holes={}","","133.479999","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-glucose-direct+order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=16;m=16;holes={}","","133.639999","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-clasp-direct+order-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=12;m=12;holes={}","","35.24","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-lingeling-direct+order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=14;m=14;holes={}","","60.28","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-lingeling-direct+order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=14;m=14;holes={}","","60.36","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-glucose-direct-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=20;m=20;holes={}","","179.47","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-glucose-direct-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=20;m=20;holes={}","","179.77","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-clasp-direct-direct","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=08;m=08;holes={}","","3.01","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-clasp-direct-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=12;m=12;holes={}","","17.54","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-lingeling-direct-direct","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=08;m=08;holes={}","","2.5","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-lingeling-direct-direct","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=08;m=08;holes={}","","2.53","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-clasp-order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=08;m=08;holes={}","","5.02","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-lingeling-direct+order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=18;m=18;holes={}","","559.22","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-lingeling-direct+order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=18;m=18;holes={}","","559.41","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-clasp-direct-direct","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=10;m=10;holes={}","","6.01","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-glucose-direct-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=08;m=08;holes={}","","1.02","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-glucose-direct-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=08;m=08;holes={}","","1.05","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-glucose-direct-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=10;m=10;holes={}","","3.34","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-glucose-direct-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=10;m=10;holes={}","","3.36","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-glucose-order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=08;m=08;holes={}","","4.67","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-glucose-order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=08;m=08;holes={}","","4.72","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-glucose-direct+order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=12;m=12;holes={}","","18.32","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-glucose-direct+order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=12;m=12;holes={}","","18.37","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-glucose-direct-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=08;m=08;holes={}","","3.09","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-glucose-direct-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=08;m=08;holes={}","","3.11","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-lingeling-direct+order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=16;m=16;holes={}","","147.17","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-lingeling-direct+order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=16;m=16;holes={}","","147.29","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-glucose-direct-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=14;m=14;holes={}","","42.99","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-glucose-direct-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=14;m=14;holes={}","","43.08","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-clasp-order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=12;m=12;holes={}","","34.17","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-lingeling-direct-direct","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=12;m=12;holes={}","","49.6","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-lingeling-direct-direct","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=12;m=12;holes={}","","49.65","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-glucose-direct-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=16;m=16;holes={}","","106.29","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-glucose-direct-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=16;m=16;holes={}","","106.46","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-clasp-direct+order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=18;m=18;holes={}","","464.51","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
"mzn-sat-glucose-direct-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=12;m=12;holes={}","","17.73","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw",""
