"configuration","problem","model","data_file","status","time","nClauseVariables","error","bimanderTotalOffset","bimanderTotalN","bimanderCount","paths","method","flatBoolConstraints","nVariables","flatBoolVars","evaluatedReifiedConstraints","run","bimanderTotalM","solveTime","bimanderTotalAbsoluteBalance","flatTime","nSolutions","processFlatZincTime","nClauses"
"mzn-sat-glucose-order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=18;m=18;holes={}","UNKNOWN","1201.2370689979289","","","","","","0","satisfy","1736449","","128638","128555","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","","","","88.5693","","",""
"mzn-sat-glucose-direct+order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=14;m=14;holes={}","SATISFIED","45.714322166051716","1665164","","0","0","0","0","satisfy","600562","40057","39914","12556","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","10.9221","0","30.3581","2","1.7424","595504"
"mzn-sat-clasp-direct-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=22;m=22;holes={}","UNKNOWN","1201.048591363011","352200","","0","0","0","0","satisfy","110793","16968","15852","50571","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","1182.9631","0","17.165","","0.357","117720"
"mzn-sat-lingeling-direct-direct","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=22;m=22;holes={}","UNKNOWN","1201.3380857990123","","","","","","0","satisfy","3246177","","236150","47204","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","","","","128.491","","",""
"mzn-sat-glucose-direct+order-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=08;m=08;holes={}","SATISFIED","1.1709211580455303","21998","","0","0","0","0","satisfy","8132","1562","1624","2606","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","0.0931","0","0.954633","2","0.0169","7892"
"mzn-sat-glucose-direct-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=08;m=08;holes={}","SATISFIED","1.1327139809727669","21200","","0","0","0","0","satisfy","7142","1355","1359","2606","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","0.2351","0","0.778211","2","0.0219","7493"
"mzn-sat-clasp-direct+order-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=22;m=22;holes={}","UNKNOWN","1201.0485728289932","359886","","0","0","0","0","satisfy","121779","18799","18721","50571","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","1179.616","0","20.5058","","0.3924","121563"
"mzn-sat-lingeling-direct-direct","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=18;m=18;holes={}","UNKNOWN","1201.2242629490793","","","","","","0","satisfy","1405825","","106166","26232","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","","","","56.503","","",""
"mzn-sat-glucose-direct-direct","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=18;m=18;holes={}","UNKNOWN","1201.2160606349353","","","","","","0","satisfy","1405825","","106166","26232","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","","","","57.0252","","",""
"mzn-sat-lingeling-order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=12;m=12;holes={}","UNKNOWN","1201.1670101820491","","","","","","0","satisfy","317179","","27580","36179","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","","","","16.9843","","",""
"mzn-sat-clasp-direct+order-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=12;m=12;holes={}","SATISFIED","35.53562248987146","82039","","0","0","0","0","satisfy","29726","4776","4838","8820","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","31.9101","0","3.26613","1","0.0818","29430"
"mzn-sat-glucose-direct-direct","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=20;m=20;holes={}","UNKNOWN","1201.2740157840308","","","","","","0","satisfy","2183589","","161522","35710","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","","","","86.683","","",""
"mzn-sat-clasp-direct-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=18;m=18;holes={}","UNKNOWN","1201.0358866278548","228162","","0","0","0","0","satisfy","75121","11144","10508","28479","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","1190.1942","0","9.92784","0","0.243","79392"
"mzn-sat-glucose-direct+order-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=12;m=12;holes={}","UNKNOWN","1200.541126837954","82039","","0","0","0","0","satisfy","29726","4776","4838","8820","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","1196.8909","0","3.22588","0","0.0818","29430"
"mzn-sat-clasp-direct-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=10;m=10;holes={}","SATISFIED","33.83467769320123","46781","","0","0","0","0","satisfy","15476","2562","2502","5125","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","31.8433","0","1.84198","1","0.0444","16299"
"mzn-sat-glucose-binary-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=10;m=10;holes={}","UNKNOWN","1200.382903483929","103643","","0","0","0","0","satisfy","19275","2354","3150","582","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","1198.3766","0","1.73627","0","0.0506","17372"
"mzn-sat-lingeling-direct+order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=08;m=08;holes={}","SATISFIED","3.6660219188779593","142820","","0","0","0","0","satisfy","53806","4429","4430","2362","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","0.18","0","3.06431","2","0.2065","52180"
"mzn-sat-lingeling-binary-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=08;m=08;holes={}","UNKNOWN","1200.2643063499127","44906","","0","0","0","0","satisfy","8944","1260","1704","305","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","1199.2596","0","0.852601","0","0.0195","7847"
"mzn-sat-clasp-direct+order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=14;m=14;holes={}","SATISFIED","40.88100933097303","1665164","","0","0","0","0","satisfy","600562","40057","39914","12556","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","6.1619","0","30.186","1","1.7366","595504"
"mzn-sat-glucose-direct+order-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=16;m=16;holes={}","UNKNOWN","1200.842628790997","146029","","0","0","0","0","satisfy","51931","8872","8902","20096","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","1192.7977","0","7.32195","0","0.2024","51651"
"mzn-sat-clasp-direct-binary","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=14;m=14;holes={}","UNKNOWN","1200.6627051190007","116304","","0","0","0","0","satisfy","38130","5957","5673","13714","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","1195.5397","0","4.57799","0","0.1163","40373"
"mzn-sat-glucose-direct+order-order","knights","../../libminizinc/thesis/benchmarks/minizinc-benchmarks/knights_circuit/knights_circuit.mzn","n=10;m=10;holes={}","SATISFIED","9.018170902971178","388748","","0","0","0","0","satisfy","143026","10665","10634","4640","/home/hbierlee/Projects/mzn-bench/results/2021-05-17-knights/raw","0","0.5086","0","7.54964","2","0.3696","140464"
