"configuration","problem","model","data_file","status","time","run","objective"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_4.dzn","","3.89","raw","853"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_4.dzn","","5.48","raw","870"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_4.dzn","","7.31","raw","874"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_4.dzn","","8.0","raw","876"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_4.dzn","","8.02","raw","881"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_4.dzn","","9.55","raw","888"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_4.dzn","","9.56","raw","896"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_4.dzn","","26.92","raw","901"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_4.dzn","","26.93","raw","934"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_4.dzn","","123.49","raw","943"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_4.dzn","","125.15","raw","963"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_4.dzn","","134.59","raw","996"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_4.dzn","","209.52","raw","999"
"gecode","orienteering","orienteering-control.mzn","orienteering_medium_4.dzn","","209.52","raw","1007"
"chuffed","orienteering","orienteering-control.mzn","orienteering_medium_4.dzn","","0.58","raw","752"
"chuffed","orienteering","orienteering-control.mzn","orienteering_medium_4.dzn","","1.93","raw","825"
"chuffed","orienteering","orienteering-control.mzn","orienteering_medium_4.dzn","","2.049999","raw","921"
"chuffed","orienteering","orienteering-control.mzn","orienteering_medium_4.dzn","","3.83","raw","931"
"chuffed","orienteering","orienteering-control.mzn","orienteering_medium_4.dzn","","37.84","raw","959"
"chuffed","orienteering","orienteering-control.mzn","orienteering_medium_4.dzn","","65.319999","raw","963"
"chuffed","orienteering","orienteering-control.mzn","orienteering_medium_4.dzn","","204.99","raw","976"
"chuffed","orienteering","orienteering-control.mzn","orienteering_medium_4.dzn","","277.56","raw","985"
"picat_sat","orienteering","orienteering-control.mzn","orienteering_easy_2.dzn","","4.12","raw","171"
"picat_sat","orienteering","orienteering-control.mzn","orienteering_easy_2.dzn","","8.56","raw","274"
"picat_sat","orienteering","orienteering-control.mzn","orienteering_easy_2.dzn","","12.89","raw","532"
"picat_sat","orienteering","orienteering-control.mzn","orienteering_easy_2.dzn","","16.57","raw","614"
"picat_sat","orienteering","orienteering-control.mzn","orienteering_easy_2.dzn","","20.96","raw","628"
"gecode","orienteering","orienteering-control.mzn","orienteering_t_hard_5.dzn","","0.3","raw","4457"
"gecode","orienteering","orienteering-control.mzn","orienteering_t_hard_5.dzn","","0.45","raw","4482"
"chuffed","orienteering","orienteering-control.mzn","orienteering_n_medium_2.dzn","","0.41","raw","467"
"chuffed","orienteering","orienteering-control.mzn","orienteering_n_medium_2.dzn","","0.5","raw","519"
